"","SubjectID_left","SubjectID_right","Gender_left","Gender_right","Age_left","Age_right","Image_1","Image_2","Prop_red_image_1","Prop_red_image_2","Prop_yellow_image_1","Prop_yellow_image_2","Prop_green_image_1","Prop_green_image_2","Prop_blue_image_1","Prop_blue_image_2","Response_left","Response_right","Joint_left","Joint_right","Correct_left","Correct_right","Correct_joint","RT_left","RT_right","RT_joint_left","RT_joint_right","Round","Block","group_id","SubjectID_left_unique","SubjectID_right_unique","diff","response_right_dummy","response_left_dummy","response_joint_dummy","chosen_leader","Leader_gender","Follower_gender","leader_behavior","Trial"
"264","4","1","Female","Male",23,23,"Stim\r04y16g13b13.jpeg","Stim\r17y20g40b07.jpeg",4,17,16,20,13,40,13,7,-1,3,0,1,0,1,1,2.162,1.409,0,2.149,2,"gul","4_1","4_2","1_2",4,1,0,1,"Right_lead","Male","Female","stick",71
"265","4","1","Female","Male",23,23,"Stim\r03y11g01b26.jpeg","Stim\r08y12g20b03.jpeg",3,8,11,12,1,20,26,3,1,-2,1,0,1,0,1,1.976,1.439,1.407,0,2,"gul","4_1","4_2","1_2",1,0,1,1,"Left_lead","Female","Male","stick",72
"269","4","1","Female","Male",23,23,"Stim\r17y07g07b24.jpeg","Stim\r10y03g03b07.jpeg",17,10,7,3,7,3,24,7,-4,2,-1,0,1,0,1,1.57,2.632,1.267,0,2,"grøn","4_1","4_2","1_2",-4,1,0,0,"Left_lead","Female","Male","stick",76
"271","4","1","Female","Male",23,23,"Stim\r14y08g21b39.jpeg","Stim\r08y12g20b03.jpeg",14,8,8,12,21,20,39,3,1,-2,1,0,0,1,0,1.022,1.334,1.394,0,2,"grøn","4_1","4_2","1_2",-1,0,1,1,"Left_lead","Female","Male","stick",78
"272","4","1","Female","Male",23,23,"Stim\r21y24g16b04.jpeg","Stim\r09y15g18b07.jpeg",21,9,24,15,16,18,4,7,2,-2,0,1,1,0,1,1.148,4.692,0,2.5,2,"grøn","4_1","4_2","1_2",2,0,1,1,"Right_lead","Male","Female","surrender",79
"277","4","1","Female","Male",23,23,"Stim\r07y02g03b06.jpeg","Stim\r10y37g07b02.jpeg",7,10,2,37,3,7,6,2,-2,3,-1,0,0,1,0,1.665,3.007,2.355,0,2,"grøn","4_1","4_2","1_2",4,1,0,0,"Left_lead","Female","Male","stick",84
"283","4","1","Female","Male",23,23,"Stim\r10y07g11b10.jpeg","Stim\r18y19g14b27.jpeg",10,18,7,19,11,14,10,27,-2,3,1,0,0,1,1,1.827,1.573,2.359,0,2,"grøn","4_1","4_2","1_2",3,1,0,1,"Left_lead","Female","Male","surrender",90
"285","4","1","Female","Male",23,23,"Stim\r12y12g14b26.jpeg","Stim\r11y14g08b23.jpeg",12,11,12,14,14,8,26,23,-2,1,0,-1,1,0,1,1.432,2.695,0,2.127,2,"grøn","4_1","4_2","1_2",-6,1,0,0,"Right_lead","Male","Female","surrender",92
"288","4","1","Female","Male",23,23,"Stim\r07y14g27b22.jpeg","Stim\r12y09g30b18.jpeg",7,12,14,9,27,30,22,18,-1,3,1,0,0,1,1,1.625,3.323,2.853,0,2,"grøn","4_1","4_2","1_2",3,1,0,1,"Left_lead","Female","Male","surrender",95
"291","4","2","Female","Female",23,25,"Stim\r18y13g28b06.jpeg","Stim\r17y22g16b15.jpeg",18,17,13,22,28,16,6,15,-2,1,0,1,1,0,0,1.795,3.125,0,4.146,1,"rød","4_2","4_1","2_1",-1,1,0,1,"Right_lead","Female","Female","stick",2
"293","4","2","Female","Female",23,25,"Stim\r03y06g12b09.jpeg","Stim\r04y16g13b13.jpeg",3,4,6,16,12,13,9,13,-1,1,0,-1,0,1,0,3.913,2.425,0,3.904,1,"rød","4_2","4_1","2_1",1,1,0,0,"Right_lead","Female","Female","surrender",4
"294","4","2","Female","Female",23,25,"Stim\r06y19g29b08.jpeg","Stim\r02y10g14b11.jpeg",6,2,19,10,29,14,8,11,-2,1,1,0,1,0,0,6.194,2.573,12.72,0,1,"rød","4_2","4_1","2_1",-4,1,0,1,"Left_lead","Female","Female","surrender",5
"302","4","2","Female","Female",23,25,"Stim\r07y14g27b22.jpeg","Stim\r09y06g26b32.jpeg",7,9,14,6,27,26,22,32,-3,3,0,1,0,1,1,2.613,1.988,0,2.259,1,"rød","4_2","4_1","2_1",2,1,0,1,"Right_lead","Female","Female","stick",13
"304","4","2","Female","Female",23,25,"Stim\r10y02g36b05.jpeg","Stim\r13y24g05b28.jpeg",10,13,2,24,36,5,5,28,3,-1,1,0,1,0,1,2.405,2.233,5.932,0,1,"rød","4_2","4_1","2_1",3,0,1,1,"Left_lead","Female","Female","stick",15
"306","4","2","Female","Female",23,25,"Stim\r16y09g06b10.jpeg","Stim\r17y22g16b15.jpeg",16,17,9,22,6,16,10,15,2,-2,1,0,1,0,1,1.513,1.66,2.603,0,1,"rød","4_2","4_1","2_1",1,0,1,1,"Left_lead","Female","Female","stick",17
"307","4","2","Female","Female",23,25,"Stim\r21y01g04b27.jpeg","Stim\r20y14g02b19.jpeg",21,20,1,14,4,2,27,19,-2,2,0,1,1,0,0,3.893,2.837,0,2.07,1,"rød","4_2","4_1","2_1",-1,1,0,1,"Right_lead","Female","Female","stick",18
"309","4","2","Female","Female",23,25,"Stim\r22y02g34b05.jpeg","Stim\r19y10g06b15.jpeg",22,19,2,10,34,6,5,15,2,-4,0,-1,0,1,1,1.872,1.801,0,4.373,1,"rød","4_2","4_1","2_1",-3,0,1,0,"Right_lead","Female","Female","stick",20
"316","4","2","Female","Female",23,25,"Stim\r14y10g15b15.jpeg","Stim\r04y16g13b13.jpeg",14,4,10,16,15,13,15,13,-4,4,-1,0,1,0,1,1.782,1.496,6.432,0,1,"blå","4_2","4_1","2_1",-2,1,0,0,"Left_lead","Female","Female","stick",27
"318","4","2","Female","Female",23,25,"Stim\r16y21g04b04.jpeg","Stim\r15y16g12b03.jpeg",16,15,21,16,4,12,4,3,3,-1,-1,0,0,1,1,2.974,2.32,4.035,0,1,"blå","4_2","4_1","2_1",-1,0,1,0,"Left_lead","Female","Female","surrender",29
"320","4","2","Female","Female",23,25,"Stim\r13y21g23b09.jpeg","Stim\r15y05g12b10.jpeg",13,15,21,5,23,12,9,10,2,-3,1,0,1,0,1,1.768,1.666,3.14,0,1,"blå","4_2","4_1","2_1",1,0,1,1,"Left_lead","Female","Female","stick",31
"323","4","2","Female","Female",23,25,"Stim\r12y07g07b17.jpeg","Stim\r14y10g15b15.jpeg",12,14,7,10,7,15,17,15,4,-1,1,0,0,1,0,2.106,1.936,1.958,0,1,"blå","4_2","4_1","2_1",-2,0,1,1,"Left_lead","Female","Female","stick",34
"324","4","2","Female","Female",23,25,"Stim\r06y14g31b25.jpeg","Stim\r21y01g04b27.jpeg",6,21,14,1,31,4,25,27,-2,2,0,1,0,1,1,1.69,2.436,0,2.209,1,"blå","4_2","4_1","2_1",2,1,0,1,"Right_lead","Female","Female","stick",35
"325","4","2","Female","Female",23,25,"Stim\r22y35g09b11.jpeg","Stim\r06y19g29b08.jpeg",22,6,35,19,9,29,11,8,2,-1,-1,0,0,1,1,1.522,1.801,3.331,0,1,"blå","4_2","4_1","2_1",-3,0,1,0,"Left_lead","Female","Female","surrender",36
"331","4","2","Female","Female",23,25,"Stim\r03y11g01b26.jpeg","Stim\r18y19g14b27.jpeg",3,18,11,19,1,14,26,27,-2,4,1,0,0,1,1,1.413,1.327,1.918,0,1,"blå","4_2","4_1","2_1",1,1,0,1,"Left_lead","Female","Female","surrender",42
"333","4","2","Female","Female",23,25,"Stim\r07y14g27b22.jpeg","Stim\r20y04g39b23.jpeg",7,20,14,4,27,39,22,23,1,-3,0,-1,1,0,0,2.182,2.193,0,3.661,1,"blå","4_2","4_1","2_1",1,0,1,0,"Right_lead","Female","Female","stick",44
"334","4","2","Female","Female",23,25,"Stim\r19y15g35b05.jpeg","Stim\r17y11g38b07.jpeg",19,17,15,11,35,38,5,7,3,-2,1,0,1,0,1,2.588,1.797,1.776,0,1,"blå","4_2","4_1","2_1",2,0,1,1,"Left_lead","Female","Female","stick",45
"335","4","2","Female","Female",23,25,"Stim\r22y02g34b05.jpeg","Stim\r10y27g22b14.jpeg",22,10,2,27,34,22,5,14,-3,1,-1,0,0,1,0,1.714,1.296,2.338,0,1,"blå","4_2","4_1","2_1",9,1,0,0,"Left_lead","Female","Female","stick",46
"336","4","2","Female","Female",23,25,"Stim\r09y06g26b32.jpeg","Stim\r10y13g07b36.jpeg",9,10,6,13,26,7,32,36,-2,2,1,0,0,1,1,2.655,2.002,2.286,0,1,"blå","4_2","4_1","2_1",4,1,0,1,"Left_lead","Female","Female","surrender",47
"337","4","2","Female","Female",23,25,"Stim\r14y08g21b39.jpeg","Stim\r11y13g22b35.jpeg",14,11,8,13,21,22,39,35,-2,2,0,1,1,0,0,2.114,1.881,0,2.142,1,"blå","4_2","4_1","2_1",-4,1,0,1,"Right_lead","Female","Female","stick",48
"338","4","2","Female","Female",23,25,"Stim\r17y22g16b15.jpeg","Stim\r11y10g06b19.jpeg",17,11,22,10,16,6,15,19,-3,1,-1,0,0,1,0,2.046,1.192,1.835,0,1,"blå","4_2","4_1","2_1",4,1,0,0,"Left_lead","Female","Female","stick",49
"343","4","2","Female","Female",23,25,"Stim\r20y04g39b23.jpeg","Stim\r09y06g26b32.jpeg",20,9,4,6,39,26,23,32,-2,1,-1,0,0,1,0,1.652,1.432,1.931,0,1,"gul","4_2","4_1","2_1",2,1,0,0,"Left_lead","Female","Female","stick",54
"346","4","2","Female","Female",23,25,"Stim\r06y14g31b25.jpeg","Stim\r03y11g01b26.jpeg",6,3,14,11,31,1,25,26,-3,1,0,-1,1,0,1,1.421,2.45,0,2.304,1,"gul","4_2","4_1","2_1",-3,1,0,0,"Right_lead","Female","Female","surrender",57
"348","4","2","Female","Female",23,25,"Stim\r05y09g02b34.jpeg","Stim\r09y06g26b32.jpeg",5,9,9,6,2,26,34,32,-3,1,0,-1,1,0,1,1.544,1.525,0,1.837,1,"gul","4_2","4_1","2_1",-3,1,0,0,"Right_lead","Female","Female","surrender",59
"349","4","2","Female","Female",23,25,"Stim\r14y12g04b29.jpeg","Stim\r16y09g06b10.jpeg",14,16,12,9,4,6,29,10,2,-2,1,0,0,1,0,1.758,1.221,2.346,0,1,"gul","4_2","4_1","2_1",-3,0,1,1,"Left_lead","Female","Female","stick",60
"351","4","2","Female","Female",23,25,"Stim\r18y13g28b06.jpeg","Stim\r03y11g01b26.jpeg",18,3,13,11,28,1,6,26,-2,2,0,1,1,0,0,2.144,1.789,0,2.481,1,"gul","4_2","4_1","2_1",-2,1,0,1,"Right_lead","Female","Female","stick",62
"356","4","2","Female","Female",23,25,"Stim\r04y39g24b15.jpeg","Stim\r10y37g07b02.jpeg",4,10,39,37,24,7,15,2,-2,2,1,0,1,0,0,2.133,2.113,1.637,0,1,"gul","4_2","4_1","2_1",-2,1,0,1,"Left_lead","Female","Female","surrender",67
"360","4","2","Female","Female",23,25,"Stim\r11y10g06b19.jpeg","Stim\r09y07g06b09.jpeg",11,9,10,7,6,6,19,9,-3,2,0,-1,1,0,1,1.644,3.605,0,2.456,1,"gul","4_2","4_1","2_1",-3,1,0,0,"Right_lead","Female","Female","surrender",71
"361","4","2","Female","Female",23,25,"Stim\r22y35g09b11.jpeg","Stim\r06y36g16b14.jpeg",22,6,35,36,9,16,11,14,-2,2,-1,0,0,1,0,1.461,1.543,2.787,0,1,"gul","4_2","4_1","2_1",1,1,0,0,"Left_lead","Female","Female","stick",72
"362","4","2","Female","Female",23,25,"Stim\r02y19g24b04.jpeg","Stim\r19y15g35b05.jpeg",2,19,19,15,24,35,4,5,-2,3,1,0,1,0,0,1.86,3.335,2.306,0,1,"gul","4_2","4_1","2_1",-4,1,0,1,"Left_lead","Female","Female","surrender",73
"363","4","2","Female","Female",23,25,"Stim\r04y28g27b06.jpeg","Stim\r06y19g29b08.jpeg",4,6,28,19,27,29,6,8,2,-2,0,-1,1,0,0,1.71,1.604,0,2.528,1,"grøn","4_2","4_1","2_1",2,0,1,0,"Right_lead","Female","Female","stick",74
"365","4","2","Female","Female",23,25,"Stim\r19y10g06b15.jpeg","Stim\r12y07g07b17.jpeg",19,12,10,7,6,7,15,17,-1,1,-1,0,0,1,0,2.68,1.093,4.87,0,1,"grøn","4_2","4_1","2_1",1,1,0,0,"Left_lead","Female","Female","stick",76
"366","4","2","Female","Female",23,25,"Stim\r11y13g22b35.jpeg","Stim\r22y23g20b06.jpeg",11,22,13,23,22,20,35,6,3,-2,-1,0,0,1,1,2.136,1.231,2.999,0,1,"grøn","4_2","4_1","2_1",-2,0,1,0,"Left_lead","Female","Female","surrender",77
"367","4","2","Female","Female",23,25,"Stim\r09y15g18b07.jpeg","Stim\r17y22g16b15.jpeg",9,17,15,22,18,16,7,15,4,-2,1,0,0,1,0,1.983,3.466,4.368,0,1,"grøn","4_2","4_1","2_1",-2,0,1,1,"Left_lead","Female","Female","stick",78
"371","4","2","Female","Female",23,25,"Stim\r07y14g27b22.jpeg","Stim\r05y28g23b30.jpeg",7,5,14,28,27,23,22,30,-3,3,1,0,1,0,0,1.641,2.232,2.325,0,1,"grøn","4_2","4_1","2_1",-4,1,0,1,"Left_lead","Female","Female","surrender",82
"377","4","2","Female","Female",23,25,"Stim\r04y39g24b15.jpeg","Stim\r10y27g22b14.jpeg",4,10,39,27,24,22,15,14,-2,2,0,1,1,0,0,1.312,1.513,0,4.125,1,"grøn","4_2","4_1","2_1",-2,1,0,1,"Right_lead","Female","Female","stick",88
"378","4","2","Female","Female",23,25,"Stim\r09y17g32b21.jpeg","Stim\r22y02g34b05.jpeg",9,22,17,2,32,34,21,5,2,-1,1,0,1,0,1,2.484,1.396,2.135,0,1,"grøn","4_2","4_1","2_1",2,0,1,1,"Left_lead","Female","Female","stick",89
"383","4","2","Female","Female",23,25,"Stim\r04y16g13b13.jpeg","Stim\r15y05g12b10.jpeg",4,15,16,5,13,12,13,10,-2,1,0,-1,1,0,1,1.272,1.768,0,2.373,1,"grøn","4_2","4_1","2_1",-1,1,0,0,"Right_lead","Female","Female","surrender",94
"384","4","2","Female","Female",23,25,"Stim\r10y07g11b10.jpeg","Stim\r08y09g09b11.jpeg",10,8,7,9,11,9,10,11,2,-1,1,0,0,1,0,1.101,1.013,1.52,0,1,"grøn","4_2","4_1","2_1",-2,0,1,1,"Left_lead","Female","Female","stick",95
"385","4","2","Female","Female",23,25,"Stim\r05y40g33b16.jpeg","Stim\r22y02g34b05.jpeg",5,22,40,2,33,34,16,5,2,-2,0,-1,1,0,0,1.344,1.122,0,2.863,1,"grøn","4_2","4_1","2_1",1,0,1,0,"Right_lead","Female","Female","stick",96
"387","6","5","Female","Male",21,24,"Stim\r04y16g13b13.jpeg","Stim\r03y06g12b09.jpeg",4,3,16,6,13,12,13,9,2,-4,-1,0,0,1,1,3.113,3.625,4.323,0,1,"rød","6_5","6_1","5_1",-1,0,1,0,"Left_lead","Female","Male","surrender",1
"389","6","5","Female","Male",21,24,"Stim\r17y22g16b15.jpeg","Stim\r21y01g04b27.jpeg",17,21,22,1,16,4,15,27,1,-3,0,-1,1,0,0,1.897,4.443,0,8.885,1,"rød","6_5","6_1","5_1",4,0,1,0,"Right_lead","Male","Female","stick",3
"393","6","5","Female","Male",21,24,"Stim\r05y28g23b30.jpeg","Stim\r08y12g20b03.jpeg",5,8,28,12,23,20,30,3,1,-2,0,1,1,0,1,2.096,6.143,0,4.466,1,"rød","6_5","6_1","5_1",3,0,1,1,"Right_lead","Male","Female","surrender",7
"395","6","5","Female","Male",21,24,"Stim\r09y17g32b21.jpeg","Stim\r07y06g08b05.jpeg",9,7,17,6,32,8,21,5,1,-3,1,0,0,1,0,1.12,2.701,5.243,0,1,"rød","6_5","6_1","5_1",-2,0,1,1,"Left_lead","Female","Male","stick",9
"396","6","5","Female","Male",21,24,"Stim\r15y17g24b30.jpeg","Stim\r16y09g06b10.jpeg",15,16,17,9,24,6,30,10,1,-2,0,-1,1,0,0,1.095,2.272,0,4.89,1,"rød","6_5","6_1","5_1",1,0,1,0,"Right_lead","Male","Female","stick",10
"399","6","5","Female","Male",21,24,"Stim\r09y02g05b02.jpeg","Stim\r06y14g31b25.jpeg",9,6,2,14,5,31,2,25,-1,2,0,1,1,0,0,1.163,3.829,0,5.358,1,"rød","6_5","6_1","5_1",-3,1,0,1,"Right_lead","Male","Female","stick",13
"405","6","5","Female","Male",21,24,"Stim\r07y06g08b05.jpeg","Stim\r13y24g05b28.jpeg",7,13,6,24,8,5,5,28,1,-2,1,0,1,0,1,0.834,5.697,3.733,0,1,"rød","6_5","6_1","5_1",6,0,1,1,"Left_lead","Female","Male","stick",19
"409","6","5","Female","Male",21,24,"Stim\r11y14g08b23.jpeg","Stim\r07y06g08b05.jpeg",11,7,14,6,8,8,23,5,1,-2,1,0,0,1,0,1.095,3.925,4.475,0,1,"rød","6_5","6_1","5_1",-4,0,1,1,"Left_lead","Female","Male","stick",23
"412","6","5","Female","Male",21,24,"Stim\r08y12g20b03.jpeg","Stim\r22y23g20b06.jpeg",8,22,12,23,20,20,3,6,1,-1,0,1,1,0,1,1.375,4.738,0,6.774,1,"blå","6_5","6_1","5_1",3,0,1,1,"Right_lead","Male","Female","surrender",26
"415","6","5","Female","Male",21,24,"Stim\r15y17g24b30.jpeg","Stim\r13y24g05b28.jpeg",15,13,17,24,24,5,30,28,1,-2,0,1,0,1,0,1.428,1.961,0,3.637,1,"blå","6_5","6_1","5_1",-2,0,1,1,"Right_lead","Male","Female","surrender",29
"422","6","5","Female","Male",21,24,"Stim\r12y09g30b18.jpeg","Stim\r05y40g33b16.jpeg",12,5,9,40,30,33,18,16,1,-2,0,-1,0,1,1,0.949,1.995,0,2.131,1,"blå","6_5","6_1","5_1",-2,0,1,0,"Right_lead","Male","Female","stick",36
"427","6","5","Female","Male",21,24,"Stim\r13y24g05b28.jpeg","Stim\r12y07g16b25.jpeg",13,12,24,7,5,16,28,25,2,-2,-1,0,0,1,1,1.184,2.397,4.033,0,1,"blå","6_5","6_1","5_1",-3,0,1,0,"Left_lead","Female","Male","surrender",41
"431","6","5","Female","Male",21,24,"Stim\r05y40g33b16.jpeg","Stim\r12y07g07b17.jpeg",5,12,40,7,33,7,16,17,2,-1,-1,0,1,0,0,0.935,2.365,3.144,0,1,"blå","6_5","6_1","5_1",1,0,1,0,"Left_lead","Female","Male","surrender",45
"434","6","5","Female","Male",21,24,"Stim\r11y14g08b23.jpeg","Stim\r03y11g01b26.jpeg",11,3,14,11,8,1,23,26,2,-3,0,-1,1,0,0,1.034,1.593,0,3.549,1,"blå","6_5","6_1","5_1",3,0,1,0,"Right_lead","Male","Female","stick",48
"439","6","5","Female","Male",21,24,"Stim\r09y17g32b21.jpeg","Stim\r17y20g40b07.jpeg",9,17,17,20,32,40,21,7,1,-4,-1,0,1,0,0,0.79,1.919,2.982,0,1,"gul","6_5","6_1","5_1",3,0,1,0,"Left_lead","Female","Male","surrender",53
"443","6","5","Female","Male",21,24,"Stim\r15y17g24b30.jpeg","Stim\r18y19g14b27.jpeg",15,18,17,19,24,14,30,27,1,-3,0,-1,1,0,0,1.032,1.844,0,5.399,1,"gul","6_5","6_1","5_1",2,0,1,0,"Right_lead","Male","Female","stick",57
"446","6","5","Female","Male",21,24,"Stim\r08y23g10b29.jpeg","Stim\r13y24g05b28.jpeg",8,13,23,24,10,5,29,28,1,-2,1,0,1,0,1,0.706,2.052,2.927,0,1,"gul","6_5","6_1","5_1",1,0,1,1,"Left_lead","Female","Male","stick",60
"447","6","5","Female","Male",21,24,"Stim\r17y11g38b07.jpeg","Stim\r11y13g22b35.jpeg",17,11,11,13,38,22,7,35,1,-2,1,0,1,0,1,0.787,1.134,3.745,0,1,"gul","6_5","6_1","5_1",2,0,1,1,"Left_lead","Female","Male","stick",61
"452","6","5","Female","Male",21,24,"Stim\r02y19g24b04.jpeg","Stim\r08y12g20b03.jpeg",2,8,19,12,24,20,4,3,1,-2,0,1,0,1,0,0.916,1.246,0,2.342,1,"gul","6_5","6_1","5_1",-7,0,1,1,"Right_lead","Male","Female","surrender",66
"455","6","5","Female","Male",21,24,"Stim\r10y02g36b05.jpeg","Stim\r21y03g15b37.jpeg",10,21,2,3,36,15,5,37,1,-2,1,0,1,0,1,0.759,2.472,2.042,0,1,"gul","6_5","6_1","5_1",1,0,1,1,"Left_lead","Female","Male","stick",69
"456","6","5","Female","Male",21,24,"Stim\r21y24g16b04.jpeg","Stim\r14y20g16b10.jpeg",21,14,24,20,16,16,4,10,1,-2,-1,0,0,1,1,1.138,2.485,1.998,0,1,"gul","6_5","6_1","5_1",-4,0,1,0,"Left_lead","Female","Male","surrender",70
"457","6","5","Female","Male",21,24,"Stim\r08y09g09b11.jpeg","Stim\r14y12g04b29.jpeg",8,14,9,12,9,4,11,29,1,-1,-1,0,1,0,0,0.878,4.074,2.043,0,1,"gul","6_5","6_1","5_1",3,0,1,0,"Left_lead","Female","Male","surrender",71
"459","6","5","Female","Male",21,24,"Stim\r03y03g02b05.jpeg","Stim\r09y06g26b32.jpeg",3,9,3,6,2,26,5,32,1,-1,-1,0,1,0,0,0.684,3.031,2.061,0,1,"gul","6_5","6_1","5_1",3,0,1,0,"Left_lead","Female","Male","surrender",73
"460","6","5","Female","Male",21,24,"Stim\r15y05g12b10.jpeg","Stim\r13y33g08b23.jpeg",15,13,5,33,12,8,10,23,-1,1,-1,0,1,0,1,0.941,3.32,1.909,0,1,"grøn","6_5","6_1","5_1",-4,1,0,0,"Left_lead","Female","Male","stick",74
"461","6","5","Female","Male",21,24,"Stim\r13y33g08b23.jpeg","Stim\r08y23g10b29.jpeg",13,8,33,23,8,10,23,29,1,-1,-1,0,1,0,0,0.848,2.194,2.061,0,1,"grøn","6_5","6_1","5_1",2,0,1,0,"Left_lead","Female","Male","surrender",75
"464","6","5","Female","Male",21,24,"Stim\r20y04g39b23.jpeg","Stim\r12y09g30b18.jpeg",20,12,4,9,39,30,23,18,-1,2,0,-1,1,0,1,0.785,3.015,0,3.627,1,"grøn","6_5","6_1","5_1",-9,1,0,0,"Right_lead","Male","Female","surrender",78
"465","6","5","Female","Male",21,24,"Stim\r12y12g14b26.jpeg","Stim\r17y22g16b15.jpeg",12,17,12,22,14,16,26,15,-1,1,0,1,0,1,1,1.659,2.005,0,3.729,1,"grøn","6_5","6_1","5_1",2,1,0,1,"Right_lead","Male","Female","stick",79
"468","6","5","Female","Male",21,24,"Stim\r09y15g18b07.jpeg","Stim\r11y13g22b35.jpeg",9,11,15,13,18,22,7,35,1,-2,0,-1,1,0,0,0.953,1.882,0,2.211,1,"grøn","6_5","6_1","5_1",4,0,1,0,"Right_lead","Male","Female","stick",82
"471","6","5","Female","Male",21,24,"Stim\r05y40g33b16.jpeg","Stim\r09y17g32b21.jpeg",5,9,40,17,33,32,16,21,1,-1,-1,0,0,1,1,1.223,3.635,3.675,0,1,"grøn","6_5","6_1","5_1",-1,0,1,0,"Left_lead","Female","Male","surrender",85
"472","6","5","Female","Male",21,24,"Stim\r12y09g30b18.jpeg","Stim\r09y06g26b32.jpeg",12,9,9,6,30,26,18,32,1,-2,0,1,0,1,0,0.709,2.48,0,1.461,1,"grøn","6_5","6_1","5_1",-4,0,1,1,"Right_lead","Male","Female","surrender",86
"473","6","5","Female","Male",21,24,"Stim\r09y06g26b32.jpeg","Stim\r07y14g27b22.jpeg",9,7,6,14,26,27,32,22,-2,1,-1,0,0,1,0,1.698,2.711,3.019,0,1,"grøn","6_5","6_1","5_1",1,1,0,0,"Left_lead","Female","Male","stick",87
"478","6","5","Female","Male",21,24,"Stim\r11y26g25b38.jpeg","Stim\r10y27g22b14.jpeg",11,10,26,27,25,22,38,14,2,-3,0,1,0,1,0,1.075,2.538,0,2.781,1,"grøn","6_5","6_1","5_1",-3,0,1,1,"Right_lead","Male","Female","surrender",92
"479","6","5","Female","Male",21,24,"Stim\r19y10g06b15.jpeg","Stim\r10y37g07b02.jpeg",19,10,10,37,6,7,15,2,1,-3,0,-1,1,0,0,1.577,1.639,0,1.209,1,"grøn","6_5","6_1","5_1",1,0,1,0,"Right_lead","Male","Female","stick",93
"481","6","5","Female","Male",21,24,"Stim\r08y12g20b03.jpeg","Stim\r17y22g16b15.jpeg",8,17,12,22,20,16,3,15,1,-2,1,0,0,1,0,0.871,1.117,2.366,0,1,"grøn","6_5","6_1","5_1",-4,0,1,1,"Left_lead","Female","Male","stick",95
"483","6","5","Female","Male",21,24,"Stim\r22y23g20b06.jpeg","Stim\r14y20g16b10.jpeg",22,14,23,20,20,16,6,10,1,-3,-1,0,0,1,1,0.939,1.502,1.562,0,1,"grøn","6_5","6_1","5_1",-4,0,1,0,"Left_lead","Female","Male","surrender",97
"484","7","5","Male","Male",24,24,"Stim\r09y02g05b02.jpeg","Stim\r08y23g10b29.jpeg",9,8,2,23,5,10,2,29,2,-3,0,-1,0,1,1,1.664,1.343,0,3.303,2,"rød","7_5","7_2","5_2",-1,0,1,0,"Right_lead","Male","Male","stick",1
"485","7","5","Male","Male",24,24,"Stim\r15y05g12b10.jpeg","Stim\r12y07g16b25.jpeg",15,12,5,7,12,16,10,25,2,-3,0,-1,0,1,1,1.149,1.112,0,3.481,2,"rød","7_5","7_2","5_2",-3,0,1,0,"Right_lead","Male","Male","stick",2
"494","7","5","Male","Male",24,24,"Stim\r10y02g36b05.jpeg","Stim\r12y07g07b17.jpeg",10,12,2,7,36,7,5,17,3,-2,0,1,1,0,1,1.337,4.667,0,2.649,2,"rød","7_5","7_2","5_2",2,0,1,1,"Right_lead","Male","Male","surrender",11
"501","7","5","Male","Male",24,24,"Stim\r14y20g16b10.jpeg","Stim\r13y33g08b23.jpeg",14,13,20,33,16,8,10,23,3,-3,0,1,0,1,0,1.124,1.186,0,2.387,2,"rød","7_5","7_2","5_2",-1,0,1,1,"Right_lead","Male","Male","surrender",18
"502","7","5","Male","Male",24,24,"Stim\r10y03g03b07.jpeg","Stim\r07y06g08b05.jpeg",10,7,3,6,3,8,7,5,2,-3,0,-1,0,1,1,1.4,1.429,0,1.496,2,"rød","7_5","7_2","5_2",-3,0,1,0,"Right_lead","Male","Male","stick",19
"505","7","5","Male","Male",24,24,"Stim\r07y06g08b05.jpeg","Stim\r11y26g25b38.jpeg",7,11,6,26,8,25,5,38,3,-4,1,0,1,0,1,0.972,1.301,4.632,0,2,"rød","7_5","7_2","5_2",4,0,1,1,"Left_lead","Male","Male","stick",22
"506","7","5","Male","Male",24,24,"Stim\r09y15g18b07.jpeg","Stim\r10y02g36b05.jpeg",9,10,15,2,18,36,7,5,-2,2,-1,0,0,1,0,1.496,1.775,3.664,0,2,"rød","7_5","7_2","5_2",1,1,0,0,"Left_lead","Male","Male","stick",23
"508","7","5","Male","Male",24,24,"Stim\r14y08g21b39.jpeg","Stim\r09y06g26b32.jpeg",14,9,8,6,21,26,39,32,3,-2,0,1,0,1,0,1.189,1.669,0,1.261,2,"blå","7_5","7_2","5_2",-7,0,1,1,"Right_lead","Male","Male","surrender",25
"509","7","5","Male","Male",24,24,"Stim\r13y24g05b28.jpeg","Stim\r15y17g24b30.jpeg",13,15,24,17,5,24,28,30,2,-2,0,1,1,0,1,1.056,0.986,0,2.329,2,"blå","7_5","7_2","5_2",2,0,1,1,"Right_lead","Male","Male","surrender",26
"512","7","5","Male","Male",24,24,"Stim\r07y06g08b05.jpeg","Stim\r06y36g16b14.jpeg",7,6,6,36,8,16,5,14,3,-2,1,0,1,0,1,1.05,1.729,2.381,0,2,"blå","7_5","7_2","5_2",9,0,1,1,"Left_lead","Male","Male","stick",29
